;ID;tasks;star_work;in_call;out_call;comment;in_mail;out_mail
282;75;2;0;0;0;0;0;0
283;77;1;0;0;0;0;0;0
284;87;1;0;0;0;0;0;0
285;67;1;0;0;0;0;0;0
286;57;1;0;0;0;0;0;0
287;70;2;0;0;0;0;0;0
288;28;1;0;0;0;0;0;0
289;19;1;0;0;0;0;0;0
290;45;1;0;0;0;0;0;0
291;48;1;0;0;0;0;0;0
292;52;1;0;0;0;0;0;0
293;48;1;0;0;0;0;0;0
294;48;1;0;0;0;0;0;0
295;8;1;0;0;0;0;0;0
296;35;1;0;0;0;0;0;0
297;19;2;0;0;0;0;0;0
298;14;2;0;0;0;0;0;0
299;31;2;0;0;0;0;0;0
300;65;2;0;0;0;0;0;0
301;76;2;0;0;0;0;0;0
302;39;2;0;0;0;0;0;0
303;33;1;0;0;0;0;0;0
304;30;1;0;0;0;0;0;0
305;71;3;0;0;0;0;0;0
306;60;2;0;0;0;0;0;0
307;26;2;0;0;0;0;0;0
308;54;2;0;0;0;0;0;0
309;28;1;0;0;0;0;0;0
310;47;1;0;0;0;0;0;0
311;63;25;0;0;0;0;0;0
312;83;1;0;0;0;0;0;0
313;13;1;0;0;0;0;0;0
314;82;1;0;0;0;0;0;0
315;63;2;0;1;2;0;0;0
316;11;2;0;0;0;0;0;0
317;40;2;0;0;0;0;0;0
318;19;2;0;0;0;0;0;0
319;40;2;0;0;0;0;0;0
320;38;2;0;0;0;0;0;0
321;2;2;0;0;0;0;0;0
322;92;2;0;0;0;0;0;0
323;76;2;0;0;0;0;0;0
324;22;3;0;0;0;0;0;0
325;89;2;0;0;0;0;0;0
326;6;2;0;0;0;0;0;0
327;41;2;0;0;0;0;0;0
328;58;2;0;0;0;0;0;0
329;16;2;0;0;0;0;0;0
330;36;1;0;0;0;0;0;0
331;6;1;0;0;0;0;0;0
332;9;1;0;0;0;0;0;0
333;3;2;0;0;0;0;0;0
334;90;3;0;0;0;0;0;0
335;39;3;0;0;0;0;0;0
336;99;3;0;0;0;0;0;0
337;65;3;0;0;0;0;0;0
338;98;2;0;0;0;0;0;0
339;39;2;0;0;0;0;0;0
340;80;1;0;0;0;0;0;0
341;36;1;0;0;0;0;0;0
342;84;1;0;0;0;0;0;0
343;25;2;0;0;0;0;0;0
344;72;1;0;0;0;0;0;0
345;97;1;0;0;0;0;0;0
346;28;2;0;0;0;0;0;0
347;40;2;0;0;0;0;0;0
348;66;2;0;0;0;0;0;0
349;78;1;0;0;0;0;0;0
350;61;1;0;0;0;0;0;0
351;15;1;0;0;0;0;0;0
352;75;1;0;0;0;0;0;0
353;41;2;0;0;0;0;0;0
354;15;2;0;0;0;0;0;0
355;57;3;0;0;0;0;0;0
356;55;2;0;0;0;0;0;0
357;24;2;0;0;0;0;0;0
358;74;2;0;0;0;0;0;0
359;94;2;0;0;0;0;0;0
360;98;2;0;0;0;0;0;0
361;34;2;0;0;0;0;0;0
362;2;2;0;0;0;0;0;0
363;32;2;0;0;0;0;0;0
364;72;2;0;0;0;0;0;0
365;25;3;0;0;0;0;0;0
366;11;2;0;0;0;0;0;0
367;41;3;0;0;0;0;0;0
368;15;2;0;0;0;0;0;0
369;100;2;0;0;0;0;0;0
370;22;3;0;0;0;0;0;0
371;4;3;0;0;0;0;0;0
372;69;2;0;0;0;0;0;0
373;87;2;0;0;0;0;0;0
374;46;2;0;0;0;0;0;0
375;31;2;0;0;0;0;0;0
376;28;3;0;0;0;0;0;0
377;8;1;0;0;0;0;0;0
378;5;2;0;0;0;0;0;0
379;19;2;0;0;0;0;0;0
380;85;1;0;0;0;0;0;0
381;75;2;0;0;0;0;0;0
382;34;3;0;0;0;0;0;0
383;51;2;0;0;0;0;0;0
384;12;2;0;0;0;0;0;0
385;93;3;0;0;0;0;0;0
386;7;2;0;0;0;0;0;0
387;95;2;0;0;0;0;0;0
388;36;2;0;0;0;0;0;0
389;86;3;0;0;0;0;0;0
390;33;3;0;0;0;0;0;0
391;54;4;0;0;0;0;0;0
392;9;2;0;0;0;0;0;0
393;2;2;0;0;0;0;0;0
394;82;2;0;0;0;0;0;0
395;27;2;0;0;0;0;0;0
396;51;2;0;0;0;0;0;0
397;19;2;0;0;0;0;0;0
398;75;3;0;0;0;0;0;0
399;45;3;0;0;0;0;0;0
400;52;2;0;0;0;0;0;0
401;34;3;0;0;0;0;0;0
402;50;3;0;0;0;0;0;0
403;51;2;0;0;0;0;0;0
404;10;2;0;0;0;0;0;0
405;92;2;0;0;0;0;0;0
406;21;2;0;0;0;0;0;0
407;37;3;0;0;0;0;0;0
408;12;2;0;0;0;0;0;0
409;60;3;0;0;0;0;0;0
410;43;2;0;0;0;0;0;0
411;48;2;0;0;0;0;0;0
412;3;2;0;0;0;0;0;0
413;80;2;0;0;0;0;0;0
414;71;3;0;0;0;0;0;0
415;75;3;0;0;0;0;0;0
416;51;2;0;0;0;0;0;0
417;19;4;0;0;0;0;0;0
418;49;2;0;0;0;0;0;0
419;75;3;0;0;0;0;0;0
420;84;4;0;0;0;0;0;0
421;22;4;0;0;0;0;0;0
422;93;2;0;0;0;0;0;0
423;22;2;0;0;0;0;0;0
424;37;3;0;0;0;0;0;0
425;98;3;0;0;0;0;0;0
426;80;2;0;0;0;0;0;0
427;95;2;0;0;0;0;0;0
428;96;3;0;0;0;0;0;0
429;59;2;0;0;1;0;0;0
430;55;2;0;0;0;0;0;0
431;94;2;0;0;0;0;0;0
432;22;2;0;0;0;0;0;0
433;59;2;0;0;0;0;0;0
434;87;2;0;0;0;0;0;0
435;55;2;0;0;0;0;0;0
436;93;2;0;0;0;0;0;0
437;81;2;0;0;0;0;0;0
438;83;2;0;0;0;0;0;0
439;76;2;0;0;0;0;0;0
440;72;1;0;0;0;0;0;0
441;11;1;0;0;0;0;0;0
442;31;2;0;0;0;0;0;0
443;74;1;0;0;0;0;0;0
444;16;2;0;0;0;0;0;0
445;61;1;0;0;0;0;0;0
446;32;3;0;0;0;0;0;0
447;32;2;0;0;0;0;0;0
448;47;2;0;0;0;0;0;0
449;84;2;0;0;0;0;0;0
450;39;2;0;0;0;0;0;0
451;7;2;0;0;0;0;0;0
452;66;2;0;0;0;0;0;0
453;14;1;0;0;0;0;0;0
454;98;1;0;0;0;0;0;0
455;26;1;0;0;0;0;0;0
456;9;1;0;0;0;0;0;0
457;24;1;0;0;0;0;0;0
458;71;1;0;0;0;0;0;0
459;93;2;0;0;0;0;0;0
460;93;2;0;0;0;0;0;0
461;44;5;0;0;0;0;0;0
462;76;2;0;0;0;0;0;0
463;10;2;0;0;0;0;0;0
464;94;2;0;0;0;0;0;0
465;67;2;0;0;0;0;0;0
466;52;1;0;0;0;0;0;0
467;67;2;0;0;0;0;0;0
468;92;3;0;0;0;0;0;0
469;38;2;0;0;0;0;0;0
470;33;3;0;0;0;0;0;0
471;7;3;0;0;0;0;0;0
472;21;2;0;0;0;0;0;0
473;18;3;0;0;0;0;0;0
474;50;2;0;0;0;0;0;0
475;62;2;0;0;0;0;0;0
476;8;2;0;0;0;0;0;0
477;77;4;0;0;0;0;0;0
478;52;2;0;0;0;0;0;0
479;97;5;0;0;0;0;0;0
480;88;2;0;0;0;0;0;0
481;92;2;0;0;0;0;0;0
482;30;3;0;0;0;0;0;0
483;19;1;0;0;0;0;0;0
484;26;2;0;0;0;0;0;0
485;19;1;0;0;0;0;0;0
486;94;1;0;0;0;0;0;0
487;59;1;0;0;0;0;0;0
488;26;1;0;0;0;0;0;0
489;29;1;0;0;0;0;0;0
490;74;2;0;0;0;0;0;0
491;90;2;0;0;0;0;0;0
492;87;2;0;0;0;0;0;0
493;30;2;0;0;0;0;0;0
494;21;4;0;0;0;0;0;0
495;82;4;0;0;0;0;0;0
496;17;2;0;0;0;0;0;0
497;38;7;0;0;0;0;0;0
498;40;2;0;0;0;0;0;0
499;52;3;0;0;0;0;0;0
500;29;2;0;0;0;0;0;0
501;33;5;0;0;0;0;0;0
502;84;3;0;0;0;0;0;0
503;21;2;0;0;0;0;0;0
504;77;2;0;0;0;0;0;0
505;48;3;0;0;0;0;0;0
506;37;4;0;0;0;0;0;0
507;73;3;0;0;0;0;0;0
508;67;2;0;0;0;0;9;6
509;19;2;0;0;0;0;0;0
510;40;2;0;0;0;0;0;0
511;13;4;0;0;0;0;0;0
512;64;2;0;0;0;0;0;0
513;96;3;0;0;0;0;0;0
514;37;6;0;0;0;0;0;0
515;1;3;0;0;0;0;0;0
516;28;2;0;0;0;0;0;0
517;40;7;0;0;0;0;0;0
518;39;3;0;0;0;0;0;0
519;58;5;0;0;0;0;0;0
520;97;3;0;0;0;0;0;0
521;12;2;0;0;0;0;0;0
522;38;4;0;0;0;0;0;0
523;81;2;0;0;0;0;0;0
524;1;2;0;0;0;0;0;0
525;92;2;0;0;0;0;0;0
526;80;4;0;0;0;0;0;0
527;70;2;0;0;0;0;0;0
528;38;5;0;2;1;0;0;0
529;40;2;0;0;0;0;0;0
530;10;2;0;0;0;0;0;0
531;53;3;0;0;0;0;0;0
532;90;3;0;0;0;0;0;0
533;42;4;0;0;0;0;0;0
534;20;2;0;0;0;0;0;0
535;60;2;0;0;0;0;0;0
536;16;2;0;0;0;0;0;0
537;40;3;0;0;0;0;0;0
538;26;2;0;0;0;0;0;0
539;5;2;0;0;0;0;0;0
540;63;3;0;0;0;0;0;0
541;85;2;0;0;0;0;0;0
542;82;2;0;0;0;0;0;0
543;83;2;0;0;0;0;0;0
544;99;2;0;0;0;0;0;0
545;77;2;0;0;0;0;0;0
546;53;3;0;0;0;0;0;0
547;89;3;0;0;0;0;0;0
548;63;2;0;0;0;0;0;0
549;60;4;0;0;0;0;0;0
550;3;3;0;0;0;0;0;0
551;75;2;0;0;0;0;0;0
552;93;2;0;0;0;0;0;0
553;59;2;0;0;0;0;0;0
554;24;2;0;0;0;0;0;0
555;13;3;0;0;0;0;0;0
556;59;2;0;0;0;0;0;0
557;34;2;0;0;0;0;0;0
558;21;2;0;0;0;0;0;0
559;10;4;0;0;0;0;0;0
560;15;3;0;0;0;0;0;0
561;7;3;0;0;0;0;0;0
562;34;2;0;0;0;0;0;0
563;38;3;0;0;0;0;0;0
564;21;2;0;0;0;0;0;0
565;27;2;0;0;0;0;0;0
566;7;2;0;0;0;0;0;0
567;96;3;0;0;0;0;0;0
568;34;3;0;0;0;0;0;0
569;34;3;0;0;0;0;0;0
570;90;2;0;0;0;0;0;0
571;44;2;0;0;0;0;0;0
572;77;5;0;0;0;0;0;0
573;52;2;0;0;0;0;0;0
574;2;2;0;0;0;0;0;0
575;67;3;0;0;0;0;0;0
576;54;2;0;0;0;0;0;0
577;68;2;0;0;0;0;0;0
578;98;2;0;0;0;0;0;0
579;59;2;0;0;0;0;0;0
580;4;2;0;0;0;0;0;0
581;47;2;0;0;0;0;0;0
582;80;3;0;0;0;0;0;0
583;12;2;0;0;0;0;0;0
584;41;2;0;0;0;0;0;0
585;65;3;0;0;0;0;0;0
586;79;2;0;0;0;0;0;0
587;46;2;0;0;0;0;0;0
588;65;2;0;1;1;0;0;0
589;44;2;0;0;0;0;0;0
590;1;2;0;0;0;0;0;0
591;99;3;0;0;0;0;0;0
592;97;2;0;0;0;0;0;0
593;79;2;0;0;0;0;0;0
594;96;2;0;0;0;0;0;0
595;66;3;0;0;0;0;0;0
596;95;3;0;0;0;0;0;0
597;6;3;0;0;0;0;0;0
598;89;2;0;0;0;0;0;0
599;49;2;0;0;0;0;0;0
600;97;2;0;0;0;0;0;0
601;57;2;0;0;0;0;0;0
602;89;2;0;0;0;0;0;0
603;81;2;0;0;0;0;0;0
604;10;2;0;0;0;0;0;0
605;8;6;0;0;0;0;0;0
606;57;2;0;0;0;0;0;0
607;15;2;0;0;0;0;0;0
608;31;2;0;0;0;0;0;0
609;2;2;0;0;0;0;0;0
610;93;2;0;0;0;0;0;0
611;26;2;0;0;0;0;0;0
612;72;2;0;0;0;0;0;0
613;21;2;0;0;0;0;0;0
614;30;2;0;0;0;0;0;0
615;67;2;0;0;0;0;0;0
616;71;3;0;0;0;0;0;0
617;21;5;0;0;0;0;0;0
618;15;1;0;0;0;0;0;0
619;31;5;0;0;0;0;0;0
620;15;2;0;0;0;0;0;0
621;96;2;0;0;0;0;0;0
622;81;2;0;0;0;0;0;0
623;89;3;0;0;0;0;0;0
624;84;2;0;0;0;0;0;0
625;56;2;0;0;0;0;0;0
626;28;3;0;0;0;0;0;0
627;11;2;0;0;0;0;0;0
628;94;2;0;0;0;0;0;0
629;84;2;0;0;0;0;0;0
630;80;2;0;0;0;0;0;0
631;1;2;0;0;0;0;0;0
632;10;2;0;0;0;0;0;0
633;55;2;0;0;0;0;0;0
634;91;2;0;0;0;0;0;0
635;88;2;0;0;0;0;0;0
636;48;2;0;0;0;0;0;0
637;73;2;0;0;0;0;0;0
638;37;2;0;0;0;0;0;0
639;19;2;0;0;0;0;0;0
640;31;4;0;0;0;0;0;0
641;22;2;0;0;0;0;0;0
642;95;2;0;0;0;0;0;0
643;2;2;0;0;0;0;0;0
644;46;2;0;0;0;0;0;0
645;16;2;0;0;0;0;0;0
646;9;3;0;0;0;0;0;0
647;52;3;0;0;0;0;0;0
648;97;2;0;0;0;0;0;0
649;26;3;0;0;0;0;0;0
650;8;5;0;0;0;0;0;0
651;2;3;0;0;0;0;0;0
652;25;2;0;0;0;0;0;0
653;10;3;0;0;0;0;0;0
654;2;3;0;0;0;0;0;0
655;14;5;0;0;0;0;0;0
656;9;2;0;0;0;0;0;0
657;3;3;0;0;0;0;0;0
658;85;2;0;0;0;0;0;0
659;79;4;0;0;0;0;0;0
660;87;2;0;0;0;0;0;0
661;80;2;0;0;0;0;0;0
662;50;2;0;0;0;0;0;0
663;100;3;0;0;0;0;0;0
664;2;7;0;0;0;0;0;0
665;27;2;0;0;0;0;0;0
666;5;2;0;0;0;0;0;0
667;4;2;0;0;0;0;0;0
668;31;2;0;0;0;0;0;0
669;48;2;0;0;0;0;0;0
670;18;3;0;0;0;0;0;0
671;28;2;0;0;0;0;0;0
672;32;2;0;0;0;0;0;0
673;16;4;0;0;0;0;0;0
674;86;3;0;0;0;0;0;0
675;60;7;0;0;0;0;0;0
676;94;4;0;0;0;0;0;0
677;18;3;0;0;0;0;0;0
678;46;8;0;0;0;0;0;0
679;66;3;0;0;0;0;0;0
680;96;2;0;0;0;0;0;0
681;70;3;0;0;0;0;0;0
682;53;2;0;0;0;0;0;0
683;41;2;0;0;0;0;0;0
684;57;2;0;0;0;0;0;0
685;76;2;0;0;0;0;0;0
686;84;2;0;0;0;0;0;0
687;14;2;0;0;0;0;0;0
688;72;2;0;0;0;0;0;0
689;47;2;0;0;0;0;0;0
690;76;2;0;0;0;0;0;0
691;27;3;0;0;0;0;0;0
692;88;2;0;0;0;0;0;0
693;38;3;0;0;0;0;0;0
694;85;3;0;0;0;0;0;0
695;91;2;0;0;0;0;0;0
696;87;2;0;0;0;0;0;0
697;32;4;0;0;0;0;0;0
698;22;2;0;0;0;0;0;0
699;65;3;0;0;0;0;0;0
700;11;2;0;0;0;0;0;0
701;13;3;0;0;0;0;0;0
702;13;2;0;0;0;0;0;0
703;3;2;0;0;0;0;0;0
704;77;2;0;0;0;0;0;0
705;41;3;0;0;0;0;0;0
706;88;2;0;0;0;0;0;0
707;92;2;0;0;0;0;0;0
708;3;2;0;0;0;0;0;0
709;56;4;0;0;0;0;0;0
710;14;2;0;0;0;0;0;0
711;27;2;0;2;0;0;1;0
712;12;4;0;0;0;0;0;0
713;33;3;0;0;0;0;0;0
714;4;18;0;0;0;0;0;0
715;23;2;0;0;0;0;0;0
716;96;4;0;0;0;0;0;0
717;75;1;0;0;0;0;0;0
718;99;2;0;0;0;0;0;0
719;39;5;0;0;0;0;0;0
720;58;1;0;0;0;0;0;0
721;2;2;0;0;0;0;0;0
722;1;1;0;0;0;0;0;0
723;53;2;0;0;0;0;0;0
724;7;1;0;0;0;0;0;0
725;24;3;0;0;0;0;0;0
726;93;1;0;0;0;0;0;0
727;95;2;0;0;0;0;0;0
728;16;6;0;0;0;0;0;0
729;97;2;0;0;0;0;0;0
730;92;3;0;0;0;0;0;0
731;33;2;0;0;0;0;0;0
732;15;2;0;0;0;0;0;0
733;99;4;0;0;0;0;0;0
734;45;3;0;0;0;0;0;0
735;93;1;0;0;0;0;0;0
736;8;1;0;0;0;0;0;0
737;39;1;0;0;0;0;0;0
738;42;1;0;0;0;0;0;0
739;77;5;0;0;0;0;0;0
740;6;4;0;0;0;0;0;0
741;38;1;0;0;0;0;0;0
742;71;2;0;0;0;0;0;0
743;26;2;0;0;0;0;0;0
744;62;1;0;0;0;0;0;0
745;37;1;0;0;0;0;0;0
746;92;1;0;0;0;0;0;0
747;65;5;0;0;0;0;0;0
748;50;2;0;0;0;0;0;0
749;6;3;0;0;0;0;0;0
750;38;1;0;0;0;0;0;0
751;36;1;0;0;0;0;0;0
752;94;3;0;0;0;0;0;0
753;4;1;0;0;0;0;0;0
754;17;1;0;0;0;0;0;0
755;91;1;0;0;0;0;0;0
756;23;1;0;0;0;0;0;0
757;69;1;0;0;0;0;0;0
758;46;1;0;0;0;0;0;0
759;80;1;0;0;0;0;0;0
760;10;2;0;0;0;0;0;0
761;7;1;0;0;0;0;0;0
762;20;1;0;0;0;0;0;0
763;16;2;0;0;0;0;0;0
764;41;1;0;0;0;0;0;0
765;9;1;0;0;0;0;0;0
766;32;2;0;0;0;0;0;0
767;80;2;0;0;0;0;0;0
768;74;1;0;0;0;0;0;0
769;18;1;0;0;0;0;0;0
770;41;1;0;0;0;0;0;0
771;49;1;0;0;0;0;0;0
772;93;1;0;0;0;0;0;0
