;ID;tasks;star_work;in_call;out_call;comment;in_mail;out_mail
773;45;1;0;0;0;0;0;0
774;25;2;0;0;0;0;0;0
775;70;1;0;0;0;0;0;0
776;87;1;0;0;0;0;0;0
777;50;2;0;0;0;0;0;0
778;58;1;0;0;0;0;0;0
779;53;4;0;0;0;0;0;0
780;96;4;0;0;0;0;0;0
781;95;1;0;0;0;0;0;0
782;19;2;0;0;0;0;0;0
783;57;2;0;0;0;0;0;0
784;70;2;0;0;0;0;0;0
785;10;7;0;0;0;0;0;0
786;8;2;0;0;0;0;0;0
787;43;2;0;0;0;0;0;0
788;39;2;0;0;0;0;0;0
789;75;3;0;0;0;0;0;0
790;56;4;0;0;0;0;0;0
791;17;6;0;0;0;0;0;0
792;19;2;0;0;0;0;0;0
793;69;2;0;0;0;0;0;0
794;42;3;0;0;0;0;0;0
795;61;3;0;0;0;0;0;0
796;71;2;0;0;0;0;0;0
797;97;3;0;0;0;0;0;0
798;98;3;0;0;0;0;0;0
799;92;3;0;3;0;0;21;20
800;10;4;0;0;0;0;0;0
801;82;3;0;0;0;0;0;0
802;52;2;0;0;0;0;0;0
803;31;6;0;0;0;0;0;0
804;91;2;0;0;0;0;0;0
805;70;2;0;0;0;0;0;0
806;15;2;0;0;0;0;0;0
807;49;2;0;0;0;0;0;0
808;31;2;0;0;0;0;0;0
809;82;2;0;0;0;0;0;0
810;97;3;0;0;0;0;0;0
811;47;7;0;0;0;0;0;0
812;36;5;0;0;0;0;0;0
813;20;2;0;0;0;0;0;0
814;96;3;0;0;0;0;0;0
815;91;2;0;0;0;0;0;0
816;8;7;0;0;0;0;0;0
817;54;3;0;0;0;0;0;0
818;37;4;0;0;0;0;0;0
819;47;3;0;0;0;0;0;0
820;2;2;0;0;0;0;0;0
821;20;2;0;0;0;0;0;0
822;50;3;0;0;0;0;0;0
823;84;2;0;0;0;0;0;0
824;30;2;0;0;0;0;0;0
825;35;4;0;0;0;0;0;0
826;99;3;0;0;0;0;0;0
827;86;2;0;0;0;0;0;0
828;24;2;0;0;0;0;0;0
829;34;3;0;0;0;0;0;0
830;8;2;0;0;0;0;0;0
831;4;2;0;0;0;0;0;0
832;84;2;0;0;0;0;0;0
833;9;2;0;0;0;0;0;0
834;22;2;0;0;0;0;0;0
835;100;2;0;0;0;0;0;0
836;91;3;0;0;0;0;0;0
837;68;13;0;0;0;0;0;0
838;24;3;0;0;0;0;0;0
839;7;5;0;0;0;0;0;0
840;78;2;0;0;0;0;0;0
841;31;2;0;0;0;0;0;0
842;63;2;0;0;0;0;0;0
843;74;2;0;0;0;0;0;0
844;57;3;0;0;0;0;0;0
845;57;2;0;0;0;0;0;0
846;62;2;0;0;0;0;0;0
847;89;5;0;0;0;0;0;0
848;64;2;0;0;0;0;0;0
849;10;4;0;0;0;0;0;0
850;92;2;0;0;0;0;0;0
851;11;6;0;0;0;0;0;0
852;40;2;0;0;0;0;0;0
853;52;3;0;0;0;0;0;0
854;55;2;0;0;0;0;0;0
855;62;2;0;0;0;0;0;0
856;32;4;0;0;0;0;0;0
857;2;2;0;0;0;0;0;0
858;78;6;0;0;0;0;0;0
859;92;8;0;0;0;0;0;0
860;50;2;0;0;0;0;0;0
861;89;3;0;0;0;0;0;0
862;77;2;0;0;0;0;0;0
863;35;3;0;0;0;0;0;0
864;7;4;0;0;0;0;0;0
865;80;2;0;0;0;0;0;0
866;34;2;0;0;0;0;0;0
867;32;2;0;0;0;0;0;0
868;8;2;0;0;0;0;0;0
869;79;2;0;0;0;0;0;0
870;52;2;0;0;0;0;0;0
871;38;2;0;0;0;0;0;0
872;71;3;0;0;0;0;0;0
873;97;4;0;0;0;0;0;0
874;7;2;0;0;0;0;0;0
875;17;2;0;0;0;0;0;0
876;41;2;0;0;0;0;0;0
877;36;2;0;0;0;0;0;0
878;51;6;0;0;0;0;0;0
879;54;2;0;0;0;0;0;0
880;93;2;0;0;0;0;0;0
881;81;2;0;0;2;0;0;0
882;76;2;0;0;0;0;0;0
883;24;3;0;0;0;0;0;0
884;68;2;0;0;0;0;0;0
885;78;4;0;0;0;0;0;0
886;41;2;0;0;0;0;0;0
887;79;2;0;0;0;0;0;0
888;73;2;0;0;0;0;0;0
889;11;2;0;0;0;0;0;0
890;4;2;0;0;0;0;0;0
891;43;2;0;0;0;0;0;0
892;83;3;0;0;0;0;0;0
893;61;3;0;0;0;0;0;0
894;88;2;0;0;0;0;0;0
895;20;3;0;0;0;0;0;0
896;90;4;0;0;0;0;0;0
897;80;2;0;0;0;0;0;0
898;17;5;0;0;0;0;0;0
899;77;2;0;0;0;0;0;0
900;99;3;0;0;0;0;0;0
901;81;2;0;0;0;0;0;0
902;82;5;0;0;0;0;0;0
903;7;3;0;0;0;0;0;0
904;50;2;0;0;0;0;0;0
905;24;2;0;0;0;0;0;0
906;54;10;0;0;0;0;0;0
907;7;2;0;0;0;0;0;0
908;29;2;0;0;0;0;0;0
909;7;4;0;0;0;0;0;0
910;82;4;0;0;0;0;0;0
911;26;2;0;0;0;0;0;0
912;72;2;0;0;0;0;0;0
913;34;2;0;0;0;0;0;0
914;74;2;0;0;0;0;0;0
915;62;8;0;0;0;0;0;0
916;75;2;0;0;0;0;0;0
917;34;2;0;0;0;0;0;0
918;44;2;0;0;0;0;0;0
919;45;2;0;0;0;0;0;0
920;40;3;0;0;0;0;0;0
921;90;2;0;0;0;0;0;0
922;50;2;0;0;0;0;0;0
923;29;3;0;0;0;0;0;0
924;97;2;0;0;0;0;0;0
925;42;2;0;0;0;0;0;0
926;47;2;0;0;0;0;0;0
927;29;2;0;0;0;0;0;0
928;89;2;0;0;0;0;0;0
929;46;2;0;0;0;0;0;0
930;33;2;0;0;0;0;0;0
931;30;2;0;0;0;0;0;0
932;2;2;0;0;0;0;0;0
933;16;3;0;0;0;0;0;0
934;66;3;0;0;0;0;0;0
935;90;1;0;0;0;0;0;0
936;47;1;0;0;0;0;0;0
937;58;2;0;0;0;0;0;0
938;68;2;0;0;0;0;0;0
939;7;2;0;0;0;0;0;0
940;100;2;0;0;0;0;0;0
941;76;2;0;0;0;0;0;0
942;8;2;0;0;0;0;0;0
943;54;2;0;0;0;0;0;0
944;11;2;0;0;0;0;0;0
945;56;3;0;0;0;0;0;0
946;71;2;0;0;0;0;0;0
947;34;3;0;0;0;0;0;0
948;59;2;0;0;0;0;0;0
949;38;2;0;0;0;0;0;0
950;40;2;0;0;0;0;0;0
951;74;2;0;0;0;0;0;0
952;9;2;0;0;0;0;0;0
953;90;4;0;0;0;0;0;0
954;71;2;0;0;0;0;0;0
955;33;2;0;0;0;0;0;0
956;7;2;0;0;0;0;0;0
957;16;2;0;0;0;0;0;0
958;8;2;0;0;0;0;0;0
959;95;2;0;0;0;0;0;0
960;86;3;0;0;0;0;0;0
961;41;2;0;0;0;0;0;0
962;9;2;0;0;0;0;0;0
963;18;2;0;0;0;0;0;0
964;79;2;0;0;0;0;0;0
965;85;4;0;0;0;0;0;0
966;1;2;0;0;0;0;0;0
967;27;2;0;0;0;0;0;0
968;41;2;0;0;0;0;0;0
969;68;2;0;0;0;0;0;0
970;50;2;0;0;0;0;0;0
971;78;2;0;0;0;0;0;0
972;18;2;0;0;0;0;0;0
973;100;2;0;0;0;0;0;0
974;95;2;0;0;0;0;0;0
975;89;2;0;0;0;0;0;0
976;25;2;0;0;0;0;0;0
977;41;2;0;0;0;0;0;0
978;68;3;0;0;0;0;0;0
979;73;2;0;0;0;0;0;0
980;64;11;0;0;0;0;0;0
981;66;2;0;0;0;0;0;0
982;77;2;0;0;0;0;0;0
983;82;10;0;0;0;0;0;0
984;71;2;0;0;0;0;0;0
985;28;2;0;0;0;0;0;0
986;76;2;0;0;0;0;0;0
987;96;2;0;0;0;0;0;0
988;98;2;0;0;0;0;0;0
989;31;2;0;0;0;0;0;0
990;27;2;0;0;0;0;0;0
991;66;2;0;0;0;0;0;0
992;19;5;0;0;1;0;0;0
993;100;2;0;0;0;0;0;0
994;29;2;0;0;0;0;0;0
995;62;2;0;0;0;0;0;0
996;8;2;0;0;0;0;0;0
997;23;2;0;0;0;0;0;0
998;97;2;0;0;0;0;0;0
999;96;2;0;0;0;0;0;0
1000;54;2;0;0;0;0;0;0
1001;55;2;0;0;0;0;0;0
1002;48;2;0;0;0;0;0;0
1003;27;2;0;0;0;0;0;0
1004;14;2;0;0;0;0;0;0
1005;60;2;0;0;0;0;0;0
1006;19;2;0;0;0;0;0;0
1007;43;2;0;0;0;0;0;0
1008;19;2;0;0;0;0;0;0
1009;29;2;0;0;0;0;0;0
1010;1;3;0;0;0;0;0;0
1011;97;2;0;0;0;0;0;0
1012;83;2;0;0;0;0;0;0
1013;79;2;0;0;0;0;0;0
1014;89;2;0;0;0;0;0;0
1015;42;2;0;0;0;0;0;0
1016;61;2;0;0;0;0;0;0
1017;43;3;0;0;0;0;0;0
1018;31;3;0;0;0;0;0;0
1019;27;3;0;0;0;0;0;0
1020;66;2;0;0;0;0;0;0
1021;26;3;0;0;0;0;0;0
1022;41;2;0;0;0;0;0;0
1023;88;3;0;0;0;0;0;0
1024;30;2;0;0;0;0;0;0
1025;63;4;0;0;0;0;0;0
1026;13;2;0;0;0;0;0;0
1027;67;2;0;0;0;0;0;0
1028;28;2;0;0;0;0;0;0
1029;1;5;0;0;0;0;0;0
1030;20;5;0;0;0;0;0;0
1031;16;2;0;0;0;0;0;0
1032;3;2;0;0;0;0;0;0
1033;37;2;0;0;0;0;0;0
1034;18;2;0;0;0;0;0;0
1035;39;3;0;0;0;0;0;0
1036;28;3;0;0;0;0;0;0
1037;92;2;0;0;0;0;0;0
1038;9;3;0;0;0;0;0;0
1039;73;2;0;0;0;0;0;0
1040;6;2;0;0;0;0;0;0
1041;29;2;0;0;0;0;0;0
1042;6;3;0;0;0;0;0;0
1043;92;2;0;0;0;0;0;0
1044;35;5;0;0;0;0;0;0
1045;92;2;0;0;0;0;0;0
1046;10;3;0;0;0;0;0;0
1047;34;3;0;0;0;0;0;0
1048;49;2;0;0;0;0;0;0
1049;27;2;0;0;0;0;0;0
1050;74;3;0;0;0;0;0;0
1051;51;2;0;0;0;0;0;0
1052;8;2;0;0;0;0;0;0
1053;36;2;0;0;0;0;0;0
1054;54;2;0;0;0;0;0;0
1055;27;4;0;0;0;0;0;0
1056;32;3;0;0;0;0;0;0
1057;14;5;0;0;0;0;0;0
1058;54;2;0;0;0;0;0;0
1059;71;2;0;0;0;0;0;0
1060;56;3;0;0;0;0;0;0
1061;74;2;0;0;0;0;0;0
1062;23;4;0;0;0;0;0;0
1063;67;2;0;0;0;0;0;0
1064;84;2;0;0;0;0;0;0
1065;19;4;0;0;0;0;0;0
1066;55;2;0;0;0;0;0;0
1067;30;2;0;0;0;0;0;0
1068;70;4;0;0;0;0;0;0
1069;55;3;0;1;0;80;0;0
1070;8;3;0;10;0;80;0;0
1071;9;3;0;0;0;80;0;0
1072;14;3;0;1;0;81;0;0
1073;42;3;0;0;0;80;0;0
1074;61;2;0;11;0;0;0;0
1075;15;3;0;0;0;0;0;0
1076;30;3;0;0;0;0;0;0
1077;24;2;0;0;0;0;0;0
1078;1;2;0;0;0;0;0;0
1079;94;2;0;0;0;0;0;0
1080;81;2;0;0;0;0;0;0
1081;68;2;0;0;0;0;0;0
1082;8;2;0;0;0;0;0;0
1083;91;2;0;0;0;0;0;0
1084;67;2;0;0;0;0;0;0
1085;17;3;0;0;0;82;0;0
1086;82;2;0;0;0;0;0;0
1087;70;4;0;0;0;83;0;0
1088;8;3;0;0;0;81;0;0
1089;91;2;0;0;0;0;0;0
1090;99;2;0;0;0;0;0;0
1091;99;2;0;0;0;0;0;0
1092;34;4;1;0;0;84;0;0
1093;14;2;0;0;0;0;0;0
1094;49;2;0;0;0;0;0;0
1095;91;2;0;0;0;0;0;0
1096;20;2;0;0;0;0;0;0
1097;68;2;0;0;0;0;0;0
1098;74;3;0;0;0;0;0;0
1099;56;2;0;0;0;0;0;0
1100;85;3;0;0;0;0;0;0
1101;60;2;0;0;0;0;0;0
1102;19;3;0;0;0;98;0;0
1103;46;4;0;0;0;81;0;0
1104;85;2;0;0;0;0;0;0
1105;86;3;0;0;0;81;0;0
1106;35;3;0;0;0;0;0;0
1107;30;2;0;0;0;0;0;0
1108;14;3;0;0;0;89;0;0
1109;76;2;0;0;0;0;0;0
1110;9;4;0;0;0;118;0;0
1111;83;3;0;0;0;0;0;0
1112;89;3;0;0;0;80;0;0
1113;53;2;0;0;0;0;0;0
1114;51;3;0;0;0;0;0;0
1115;95;2;0;0;0;0;0;0
1116;36;2;0;0;0;0;0;0
1117;47;5;0;0;0;109;0;0
1118;2;3;0;0;0;82;0;0
1119;83;3;0;0;0;83;0;0
1120;19;3;0;0;0;83;0;0
1121;11;2;0;0;0;0;0;0
1122;71;3;0;0;0;85;0;0
1123;72;3;0;0;0;0;0;0
1124;98;3;0;0;0;0;0;0
1125;8;3;0;0;0;0;0;0
1126;61;3;0;0;0;90;0;0
1127;80;3;0;0;0;0;0;0
1128;68;2;0;0;0;0;0;0
1129;65;2;0;0;0;0;0;0
1130;33;2;0;0;0;0;0;0
1131;2;3;0;0;0;0;0;0
1132;20;3;0;0;0;0;0;0
1133;86;2;0;0;0;0;0;0
1134;51;2;0;0;0;0;0;0
1135;77;3;0;0;0;87;0;0
1136;76;3;0;0;0;142;0;0
1137;72;2;0;0;0;0;0;0
1138;80;3;0;0;0;0;0;0
1139;35;3;0;0;0;105;0;0
1140;54;4;0;0;0;81;0;0
1141;20;4;0;0;0;81;0;0
1142;57;3;0;0;0;0;0;0
1143;59;3;0;0;0;86;0;0
1144;49;2;0;0;0;0;0;0
1145;93;2;0;0;0;0;0;0
1146;31;2;0;0;0;0;0;0
1147;15;2;0;0;0;0;0;0
1148;73;2;0;0;0;0;0;0
1149;4;3;0;0;0;92;0;0
1150;73;2;0;0;0;0;0;0
1151;72;2;0;0;0;0;0;0
1152;96;2;0;0;0;0;0;0
1153;29;4;0;0;0;89;0;0
1154;34;3;0;0;0;91;0;0
1155;19;3;0;0;0;81;0;0
1156;26;2;0;0;0;0;0;0
1157;91;2;0;0;0;0;0;0
1158;41;2;0;0;0;0;0;0
1159;52;2;0;0;0;0;0;0
1160;76;3;0;0;0;0;0;0
1161;17;2;0;0;0;0;0;0
1162;6;2;0;0;0;0;0;0
1163;53;2;0;0;0;0;0;0
1164;91;3;0;0;0;0;0;0
1165;7;2;0;0;0;0;0;0
1166;16;2;0;0;0;0;0;0
1167;17;2;0;0;0;0;0;0
1168;86;2;0;0;0;0;0;0
1169;59;2;0;0;0;0;0;0
1170;74;2;0;0;0;0;0;0
1171;28;2;0;0;0;0;0;0
1172;37;2;0;0;0;0;0;0
1173;5;2;0;0;0;0;0;0
1174;36;3;0;0;0;0;0;0
1175;84;2;0;0;0;0;0;0
1176;67;3;0;0;0;0;0;0
1177;34;2;0;0;0;0;0;0
1178;18;4;0;0;0;0;0;0
1179;8;3;0;0;0;94;0;0
1180;41;3;0;0;0;91;0;0
1181;74;3;0;0;0;0;0;0
1182;29;2;0;0;0;0;0;0
1183;47;5;0;0;0;0;0;0
1184;98;3;0;0;0;103;0;0
1185;13;9;0;0;0;89;0;0
1186;89;3;0;10;0;109;0;0
1187;76;3;1;0;0;91;0;0
1188;16;2;0;0;0;0;0;0
1189;21;3;0;0;0;97;0;0
1190;65;2;0;0;0;0;0;0
1191;29;4;0;0;0;96;0;0
1192;17;2;0;0;0;0;0;0
1193;40;2;0;0;0;0;0;0
1194;24;3;0;0;0;92;0;0
1195;2;2;0;0;0;0;0;0
1196;38;2;0;0;0;0;0;0
1197;47;3;0;0;0;96;0;0
1198;48;6;0;0;0;139;0;0
1199;34;2;0;0;0;0;0;0
1200;2;7;0;0;0;154;0;0
1201;95;2;0;0;0;0;0;0
1202;83;2;0;0;0;0;0;0
1203;69;3;0;0;0;90;0;0
1204;77;2;0;0;0;0;0;0
1205;90;1;0;0;0;0;0;0
1206;48;4;1;0;0;129;0;0
1207;57;2;0;0;0;0;0;0
1208;12;2;0;0;0;0;0;0
1209;66;2;0;0;0;0;0;0
1210;23;2;0;0;0;0;0;0
1211;48;2;0;0;0;0;0;0
1212;86;1;0;0;0;0;0;0
1213;1;1;0;0;0;0;0;0
1214;19;1;0;0;0;0;0;0
1215;77;1;0;0;0;0;0;0
1216;2;1;0;0;0;0;0;0
1217;15;2;0;0;0;0;0;0
1218;21;2;0;0;0;0;0;0
1219;44;2;0;0;0;0;0;0
1220;9;2;0;0;0;0;0;0
1221;86;2;0;0;0;0;0;0
1222;77;4;0;0;0;0;0;0
1223;31;2;0;0;0;0;0;0
1224;53;2;0;0;0;0;0;0
1225;46;6;0;0;0;164;0;0
1226;87;2;0;0;0;0;0;0
1227;26;2;0;0;0;0;2;1
1228;44;2;0;0;0;0;0;0
1229;93;2;0;0;0;0;0;0
1230;92;3;0;0;0;0;0;0
1231;19;2;0;0;0;0;0;0
1232;63;3;0;0;0;93;0;0
1233;39;2;0;0;0;0;0;0
1234;55;4;0;0;0;0;0;0
1235;13;3;0;0;0;97;0;0
1236;33;2;0;0;0;0;0;0
1237;44;2;0;0;0;0;0;0
1238;69;2;0;0;3;0;0;0
1239;80;2;0;0;0;0;0;0
1240;15;2;0;0;0;0;0;0
1241;95;2;0;0;0;0;0;0
1242;59;2;0;0;0;0;0;0
1243;27;2;0;0;0;0;0;0
1244;37;10;1;0;0;133;0;0
1245;92;2;0;0;0;0;0;0
1246;63;2;0;0;0;0;0;0
1247;96;2;0;0;0;0;0;0
1248;41;2;0;0;0;0;0;0
1249;35;2;0;0;0;0;0;0
1250;56;2;0;0;0;0;0;0
1251;56;2;0;0;0;0;1;3
1252;8;2;0;0;0;0;0;0
1253;35;2;0;0;0;0;0;0
1254;42;2;0;0;0;0;0;0
1255;40;3;0;0;0;0;0;0
1256;39;2;0;0;0;0;0;0
1257;13;2;0;0;0;0;0;0
1258;9;6;0;0;0;165;0;0
1259;54;2;0;0;0;0;0;0
1260;7;2;0;0;0;0;0;0
1261;47;2;0;0;0;0;0;0
1262;80;2;0;0;0;0;0;0
1263;47;4;0;0;0;106;0;0
1264;12;3;0;0;0;107;0;0
1265;51;2;0;0;0;0;0;0
1266;76;2;0;0;0;0;0;0
1267;26;3;0;0;0;0;0;0
1268;50;4;0;0;0;122;0;0
1269;55;2;0;0;0;0;0;0
1270;79;11;2;5;0;144;0;0
1271;83;2;0;0;0;0;0;0
1272;15;3;0;0;0;0;0;0
1273;71;3;0;0;0;101;0;0
1274;1;2;0;0;0;0;0;0
1275;38;2;0;0;0;0;0;0
1276;84;4;1;0;0;102;2;2
1277;8;3;0;0;0;121;0;0
1278;69;3;0;0;0;86;0;0
1279;75;2;0;0;0;0;0;0
1280;80;3;0;0;0;93;0;0
1281;22;3;0;0;0;0;0;0
1282;38;3;0;0;0;105;0;0
1283;47;2;0;0;0;0;0;0
1284;87;2;0;0;0;0;0;0
1285;31;3;0;0;0;0;0;0
1286;39;2;0;0;0;0;0;0
1287;7;3;0;0;0;122;0;0
1288;81;2;0;0;0;0;0;0
1289;41;2;0;0;0;0;0;0
1290;75;2;0;0;0;0;0;0
1291;55;3;0;0;0;113;0;0
1292;79;2;0;0;0;0;0;0
1293;78;3;0;0;0;95;0;0
1294;2;2;0;0;0;0;0;0
1295;58;6;0;0;0;116;0;0
1296;73;3;0;0;0;0;0;0
1297;66;3;0;0;0;101;0;0
1298;3;2;0;0;0;0;0;0
1299;81;6;0;0;0;132;0;0
1300;81;3;0;0;0;105;0;0
1301;23;2;0;0;0;0;0;0
1302;5;11;1;0;0;116;16;14
1303;44;2;0;0;0;0;0;0
1304;41;2;0;0;0;0;0;0
1305;24;2;0;0;0;0;0;0
1306;12;2;0;0;0;0;0;0
1307;81;2;0;0;0;0;0;0
1308;87;5;0;0;0;124;0;0
1309;62;2;0;0;0;0;0;0
1310;20;2;0;0;0;0;0;0
1311;8;2;0;0;0;0;0;0
1312;27;2;0;0;0;0;0;0
1313;42;6;0;0;0;132;0;0
1314;47;3;0;0;0;0;0;0
1315;99;3;0;0;0;90;0;0
1316;47;2;0;0;0;0;0;0
1317;98;4;0;0;0;90;0;0
1318;2;4;0;0;0;101;0;0
1319;59;2;0;0;0;0;0;0
1320;20;3;0;0;0;88;0;0
1321;54;2;0;0;0;0;0;0
1322;53;5;0;0;0;110;0;0
1323;42;2;0;0;0;0;0;0
1324;95;4;0;0;0;0;0;0
1325;33;2;0;0;0;0;0;0
1326;73;2;0;0;0;0;0;0
1327;6;2;0;1;0;0;0;0
1328;24;3;0;0;0;94;0;0
1329;33;2;0;0;0;0;0;0
1330;22;3;0;0;0;91;0;0
1331;4;2;0;0;0;0;0;0
1332;25;2;0;0;0;0;0;0
1333;30;3;0;0;0;88;0;0
1334;83;3;0;0;0;92;0;0
1335;90;3;0;0;0;115;0;0
1336;86;2;0;0;0;0;0;0
1337;33;2;0;0;0;0;0;0
1338;21;2;0;0;0;0;0;0
1339;37;2;0;0;0;0;0;0
1340;20;2;0;0;0;0;0;0
1341;31;2;0;0;0;0;0;0
1342;11;3;0;0;0;89;0;0
1343;46;2;0;0;0;0;0;0
1344;54;2;0;0;0;0;0;0
1345;83;2;0;0;0;0;0;0
1346;5;2;0;0;0;0;0;0
1347;40;2;0;0;0;0;0;0
1348;14;2;0;0;0;0;0;0
1349;52;2;0;0;0;0;0;0
1350;34;2;0;0;0;0;0;0
1351;9;2;0;0;0;0;0;0
1352;24;2;0;0;0;0;0;0
1353;81;2;0;0;0;0;0;0
1354;58;2;0;0;0;0;0;0
1355;46;2;0;0;0;0;0;0
1356;97;2;0;0;0;0;0;0
1357;79;2;0;0;0;0;0;0
1358;46;2;0;0;0;0;0;0
1359;61;2;0;0;0;0;0;0
1360;73;2;0;0;0;0;0;0
1361;26;2;0;0;0;0;0;0
1362;14;2;0;0;0;0;0;0
1363;50;2;0;0;0;0;0;0
1364;28;2;0;0;0;0;0;0
1365;6;3;0;0;0;93;0;0
1366;8;3;0;0;0;127;0;0
1367;97;2;0;0;0;0;0;0
1368;4;2;0;0;0;0;0;0
1369;71;2;0;0;0;0;0;0
1370;20;2;0;0;0;0;0;0
1371;28;2;0;0;0;0;0;0
1372;70;2;0;0;0;0;0;0
1373;69;2;0;0;0;0;0;0
1374;26;2;0;0;0;0;0;0
1375;15;3;0;0;0;100;0;0
1376;38;3;0;0;0;125;0;0
1377;53;2;0;0;0;0;0;0
1378;21;3;0;0;0;92;0;0
1379;100;1;0;0;0;0;0;0
1380;90;1;0;0;0;0;0;0
1381;19;2;0;0;0;0;0;0
1382;92;2;0;0;0;0;0;0
1383;43;2;0;0;0;0;0;0
1384;73;2;0;0;0;0;0;0
1385;49;4;0;0;0;109;0;0
1386;2;2;0;0;0;0;0;0
1387;71;2;0;0;0;0;0;0
1388;53;2;0;0;0;0;0;0
1389;23;3;0;0;0;0;0;0
1390;33;2;0;0;0;0;0;0
1391;78;2;0;0;0;0;0;0
1392;30;2;0;0;0;0;0;0
1393;69;2;0;0;0;0;0;0
1394;76;2;0;0;0;0;0;0
1395;54;2;0;0;0;0;0;0
1396;46;2;0;0;0;0;0;0
1397;30;16;1;0;0;148;0;0
1398;38;9;0;0;0;122;0;0
1399;21;3;0;0;0;95;0;0
1400;45;2;0;0;0;0;0;0
1401;8;2;0;0;0;0;0;0
1402;56;2;0;0;0;0;0;0
1403;12;2;0;0;0;0;0;0
1404;62;3;0;0;0;89;0;0
1405;58;2;0;0;0;0;0;0
1406;71;2;0;0;0;0;0;0
1407;52;2;0;0;0;0;0;0
1408;22;2;0;0;0;0;0;0
1409;82;2;0;0;0;0;0;0
1410;6;8;2;0;0;116;0;0
1411;20;5;0;0;0;158;0;0
1412;90;2;0;0;0;0;0;0
1413;88;2;0;0;0;0;0;0
1414;71;2;0;0;0;0;0;0
1415;57;2;0;0;0;0;0;0
1416;89;2;0;0;0;0;0;0
1417;94;2;0;0;0;0;0;0
1418;24;2;0;0;0;0;0;0
1419;24;2;0;0;0;0;0;0
1420;71;2;0;0;0;0;0;0
1421;99;2;0;0;0;0;0;0
1422;5;2;0;0;0;0;0;0
1423;80;4;0;0;0;105;0;0
1424;99;3;0;0;0;105;0;0
1425;98;2;0;0;0;0;0;0
1426;99;2;0;0;0;0;0;0
1427;44;3;0;0;0;103;0;0
1428;76;6;0;0;0;185;0;0
1429;3;3;0;0;0;0;0;0
1430;36;2;0;0;0;0;0;0
1431;61;4;0;0;0;0;0;0
1432;37;2;0;0;0;0;0;0
1433;45;2;0;0;0;0;0;0
1434;12;2;0;0;0;0;0;0
1435;79;2;0;0;0;0;0;0
1436;15;2;0;0;0;0;0;0
1437;100;2;0;0;0;0;2;2
1438;35;2;0;0;0;0;0;0
1439;3;2;0;0;0;0;0;0
1440;10;2;0;0;0;0;0;0
1441;53;2;0;0;0;0;0;0
1442;88;2;0;0;0;0;0;0
1443;8;2;0;0;0;0;0;0
1444;18;2;0;0;0;0;0;0
1445;78;15;1;0;0;145;0;0
1446;89;3;0;0;0;127;0;0
1447;7;2;0;0;0;0;0;0
1448;56;3;0;0;0;96;0;0
1449;49;2;0;0;0;0;0;0
1450;57;3;0;0;0;87;0;0
1451;60;2;0;0;0;0;0;0
1452;99;2;0;0;0;0;0;0
1453;50;2;0;0;0;0;0;0
1454;5;2;0;0;0;0;0;0
1455;12;5;0;0;0;120;0;0
1456;70;11;0;0;0;148;0;0
1457;100;8;0;0;0;149;2;0
1458;93;2;0;0;0;0;0;0
1459;35;3;0;0;0;133;0;0
1460;14;2;0;0;0;0;0;0
1461;16;2;0;0;0;0;0;0
1462;14;2;0;0;0;0;0;0
1463;88;2;0;0;0;0;0;0
1464;17;3;0;0;0;102;0;0
1465;53;2;0;0;0;0;0;0
1466;40;3;0;0;0;0;0;0
1467;10;3;0;0;0;117;0;0
1468;88;5;0;0;0;135;0;0
1469;24;2;0;0;0;0;0;0
1470;62;3;0;0;0;103;0;0
1471;65;3;0;0;0;138;0;0
1472;27;3;0;0;0;90;0;0
1473;78;2;0;0;0;0;0;0
1474;23;3;0;0;0;0;0;0
1475;36;7;0;0;0;125;0;0
1476;35;2;0;0;0;0;0;0
1477;72;10;2;0;0;136;0;0
1478;1;2;0;0;0;0;0;0
1479;69;2;0;0;0;0;0;0
1480;44;2;0;0;0;0;0;0
1481;91;4;0;0;0;102;0;0
1482;75;2;0;0;0;0;0;0
1483;57;11;0;0;0;172;0;0
1484;3;2;0;0;0;0;0;0
1485;33;2;0;0;0;0;0;0
1486;95;3;0;0;0;0;0;0
1487;6;2;0;0;0;0;0;0
1488;51;2;0;0;0;0;0;0
1489;94;3;0;0;0;0;0;0
1490;50;5;0;0;0;108;0;0
1491;66;6;0;0;0;160;0;0
1492;55;2;0;0;0;0;0;0
1493;30;2;0;0;0;0;0;0
1494;27;2;0;0;0;0;0;0
1495;11;2;0;0;0;0;0;0
1496;88;2;0;0;0;0;0;0
1497;7;8;0;0;0;117;0;0
1498;66;3;0;0;0;97;0;0
1499;62;2;0;0;0;0;0;0
1500;26;2;0;0;0;0;0;0
1501;67;9;0;0;0;183;0;0
1502;16;6;0;0;0;141;0;0
1503;33;3;0;0;0;110;0;0
1504;66;3;0;0;0;97;0;0
1505;90;3;0;0;0;0;0;0
1506;15;3;0;0;0;159;0;0
1507;51;2;0;0;0;0;0;0
1508;38;2;0;0;0;0;0;0
1509;28;2;0;0;0;0;0;0
1510;62;2;0;0;0;0;0;0
1511;61;2;0;0;0;0;0;0
1512;97;2;0;0;0;0;0;0
1513;45;2;0;0;0;0;0;0
1514;67;3;0;0;0;105;0;0
1515;35;2;0;0;0;0;0;0
1516;59;3;0;0;0;114;0;0
1517;43;2;0;0;0;0;0;0
1518;18;2;0;0;0;0;0;0
1519;9;2;0;0;0;0;0;0
